,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
167,4,0,28,0,25,18,0,0,0,4,24,9,0,13,0,0,3,4,0,0,0,9,9,11,4,9,0,0,1,0,0,6.310679611650485,0,2,3,10,103
168,3,1,23,0,14,3,0,0,0,4,20,5,0,9,0,0,5,8,0,0,1,7,9,8,0,6,1,1,1,0,0,5.78125,1,3,3,8,64
169,2,1,18,0,16,9,0,0,0,4,14,12,0,11,0,0,6,3,0,0,0,5,6,6,1,1,1,1,2,0,0,5.769230769230769,0,2,1,6,65
170,5,2,36,4,30,16,1,0,0,6,44,17,0,19,0,0,14,16,0,0,0,12,15,14,5,2,8,1,0,0,1,6.158620689655172,1,15,4,12,145
171,0,0,16,1,16,7,1,0,0,2,25,7,0,8,0,0,2,5,0,0,0,6,7,7,2,4,1,1,0,0,1,5.907894736842105,1,1,3,9,76
172,3,0,21,1,18,13,0,1,0,5,28,8,0,6,0,0,10,10,0,0,3,8,8,9,7,6,2,4,2,0,2,5.673684210526316,1,6,3,9,95
173,6,1,25,0,18,9,0,0,0,8,26,14,0,10,0,0,4,5,0,0,0,10,18,7,2,8,1,1,2,0,1,6.112244897959184,2,2,3,11,98
174,6,0,28,0,25,19,0,1,0,4,22,22,1,14,0,0,6,8,0,0,0,4,7,11,5,4,0,4,1,0,1,5.95,0,3,3,8,120
175,4,0,32,0,35,10,0,1,0,3,37,25,0,17,0,0,5,12,0,1,0,7,12,14,4,8,2,4,4,0,0,6.23021582733813,1,3,4,14,139
176,0,0,3,0,3,0,0,0,0,0,4,3,0,6,0,0,0,3,0,0,0,2,2,2,1,1,0,0,0,0,0,6.904761904761905,0,0,1,2,21
177,3,1,27,2,23,16,0,0,0,9,37,16,0,11,0,0,4,13,0,1,1,8,15,8,5,6,1,5,0,0,3,5.991935483870968,0,15,3,16,124
178,2,1,23,0,17,8,1,0,0,2,15,10,0,13,0,0,1,6,0,0,1,9,11,10,2,3,0,3,0,0,0,6.345679012345679,0,3,3,10,81
179,1,0,10,0,8,3,0,0,0,1,8,0,0,5,0,0,2,2,0,0,0,2,3,3,0,2,2,1,1,0,0,5.8,0,2,2,4,25
180,5,0,18,0,15,6,3,0,0,1,12,19,1,8,0,0,1,3,0,0,0,1,3,6,3,4,2,0,0,0,1,6.421875,0,2,2,8,64
181,4,0,20,0,14,8,0,2,0,4,22,10,0,9,0,0,1,6,0,0,0,5,7,4,3,4,0,1,0,0,0,6.2465753424657535,0,0,3,8,73
182,1,0,12,0,6,2,0,0,0,0,6,2,0,8,0,0,0,1,0,0,0,2,1,2,0,0,1,0,1,0,0,6.476190476190476,0,1,2,2,21
183,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,0,1,0,2,4
184,4,2,14,0,11,7,0,0,0,4,14,3,0,4,0,0,3,3,0,0,1,2,7,3,0,3,0,3,1,0,1,6.409090909090909,2,0,2,6,44
185,3,0,34,0,38,12,2,0,0,5,34,37,0,18,0,0,5,10,0,0,0,8,10,13,6,10,1,0,0,0,2,6.5,0,7,3,12,146
186,1,3,8,0,8,10,0,0,0,3,15,10,0,7,0,0,3,5,0,0,0,3,4,5,2,2,0,1,0,1,2,6.175438596491228,1,5,2,8,57
187,3,1,29,0,25,11,0,0,0,1,25,12,0,20,0,0,3,6,0,1,0,9,7,12,5,5,0,0,1,0,0,6.515151515151516,0,4,3,11,99
188,5,2,24,1,23,14,0,0,0,4,27,13,0,18,0,0,5,11,0,0,0,5,8,10,2,6,8,0,1,0,0,6.382352941176471,0,10,3,10,102
189,3,1,17,0,11,16,0,1,0,3,24,8,0,8,0,0,0,6,0,0,1,4,5,8,4,4,0,1,0,0,1,6.493827160493828,0,1,3,8,81
190,4,0,17,1,12,9,0,1,0,1,24,5,0,8,0,0,5,7,0,0,0,6,6,10,2,2,1,0,1,0,1,5.9,1,3,3,8,70
191,2,0,13,0,6,2,1,0,0,5,14,5,0,4,0,0,3,2,0,0,0,5,8,1,2,2,1,1,0,0,1,5.902439024390244,0,2,1,6,41
192,4,0,30,2,18,17,0,1,0,7,23,4,0,13,0,0,10,11,0,0,1,8,15,14,5,3,0,0,0,0,2,6.153061224489796,0,4,3,11,98
193,3,1,23,0,17,8,0,0,0,2,30,9,0,10,0,0,1,5,0,0,1,6,3,8,2,9,0,0,2,0,1,6.644736842105263,0,1,3,7,76
194,3,2,10,2,10,5,0,1,0,1,10,8,0,5,0,0,7,4,1,0,0,3,3,9,0,2,0,1,1,0,1,6.1063829787234045,0,1,2,6,47
195,1,1,33,2,16,14,0,1,0,4,31,7,0,14,0,0,5,8,0,0,0,16,15,13,2,5,0,1,4,0,2,6.634615384615385,2,2,4,11,104
196,3,1,23,1,27,13,0,0,0,7,18,5,0,13,0,0,9,8,0,0,0,6,9,14,4,7,1,1,0,0,4,5.966666666666667,0,5,4,12,90
197,2,0,36,1,26,6,2,1,0,2,33,12,0,16,0,0,4,4,0,0,0,22,19,19,4,7,1,0,4,0,1,6.396551724137931,2,2,3,9,116
198,1,0,27,0,21,8,1,1,0,2,29,14,0,12,0,0,3,11,0,0,0,7,6,10,7,4,1,2,1,0,0,6.076923076923077,1,4,4,11,104
199,0,0,28,1,23,15,0,0,0,6,41,7,0,18,0,0,1,6,0,0,0,8,11,8,6,3,0,3,0,0,1,6.2272727272727275,1,2,4,10,110
200,6,0,30,3,31,21,0,0,0,5,31,25,1,18,0,0,10,16,0,0,2,12,14,13,8,4,0,3,0,0,1,6.294520547945205,1,4,4,14,146
201,4,2,21,0,16,7,0,0,0,3,24,15,0,8,0,0,6,6,0,0,0,9,10,10,4,4,0,1,1,0,0,5.686046511627907,0,3,2,8,86
202,0,2,22,0,22,10,1,2,0,2,27,20,0,7,0,0,4,9,0,0,0,5,5,11,3,6,1,2,0,0,2,6.052083333333333,0,6,3,7,96
203,1,0,21,0,11,11,0,1,0,4,18,8,1,9,0,0,4,5,0,0,2,6,4,5,3,5,0,1,1,0,1,5.8354430379746836,0,0,2,6,79
204,1,1,20,0,18,9,0,0,0,3,22,10,0,10,0,0,1,5,1,1,1,7,6,6,5,2,2,2,1,0,0,6.1265822784810124,1,4,3,12,79
205,9,0,21,1,23,6,0,0,0,4,23,4,0,11,0,0,1,4,0,0,2,8,12,4,1,0,1,6,0,0,1,6.315068493150685,0,0,2,6,73
206,4,3,21,0,16,5,1,2,0,4,26,15,0,6,0,0,10,8,0,0,0,6,9,11,0,4,1,3,1,0,1,5.728395061728395,0,7,2,7,81
207,1,2,9,0,16,3,0,0,0,2,11,11,0,7,0,0,4,7,0,0,1,4,6,5,1,3,2,1,0,0,2,5.578947368421052,0,3,2,7,57
208,0,1,41,0,31,17,0,2,0,2,38,12,0,20,0,0,2,9,0,1,2,12,7,10,5,13,1,1,0,0,0,6.123076923076923,0,4,4,9,130
209,6,0,15,0,10,11,0,1,0,2,17,15,1,15,0,0,2,7,0,0,0,5,7,9,5,3,0,1,1,0,1,6.595238095238095,1,6,3,14,84
210,2,0,23,1,20,12,0,0,0,5,14,15,0,15,0,0,4,5,0,1,0,9,11,14,3,3,1,0,1,1,0,6.729411764705882,1,3,3,12,85
211,2,1,22,0,17,5,1,1,0,1,15,8,0,11,0,0,4,4,0,0,0,2,3,8,4,1,2,3,1,0,0,6.28125,0,2,3,8,64
212,5,2,23,0,18,17,0,0,0,2,20,34,0,21,0,0,3,9,0,0,0,14,13,15,10,5,0,0,0,0,3,6.109489051094891,0,4,4,16,137
213,3,1,26,0,23,16,0,1,0,2,32,10,0,11,0,0,4,12,0,0,0,8,4,16,3,4,2,2,3,1,2,5.980769230769231,3,4,3,9,104
214,2,1,20,0,16,5,1,1,0,0,20,8,0,12,0,0,3,5,0,0,2,12,10,10,2,2,0,5,0,0,0,6.4125,0,3,2,10,80
215,4,0,23,0,21,12,2,1,0,1,20,13,0,21,0,0,8,9,0,0,1,10,8,11,6,1,2,0,0,0,1,6.155339805825243,1,6,3,11,103
216,2,4,39,2,29,7,0,0,0,3,41,8,0,9,0,0,2,2,0,0,0,9,11,11,4,2,0,0,2,0,0,5.966666666666667,0,16,3,9,90
217,2,1,29,0,17,12,0,1,0,3,23,10,0,13,0,0,4,4,0,0,1,5,6,13,2,2,1,0,1,0,0,5.9879518072289155,0,3,3,8,83
218,5,1,20,2,17,9,1,2,0,7,28,23,0,13,0,0,2,9,0,0,0,5,9,9,4,4,2,5,7,0,0,6.175438596491228,2,3,3,14,114
219,2,0,24,1,28,13,0,1,0,6,34,18,0,9,0,0,11,15,0,0,1,8,10,13,5,6,1,2,3,0,1,6.166666666666667,0,3,3,13,120
220,2,2,9,1,12,5,0,0,0,2,15,1,0,1,0,0,10,7,0,0,0,3,4,5,0,0,2,1,0,0,1,5.72093023255814,0,4,2,6,43
221,5,0,17,0,16,8,0,0,0,2,18,6,0,14,0,0,3,8,0,0,1,4,6,3,1,6,0,0,0,0,0,6.6571428571428575,0,0,3,6,70
222,2,0,13,1,11,10,0,0,0,4,9,7,0,11,0,0,5,7,0,0,1,5,9,3,2,2,0,5,0,0,0,5.810344827586207,0,1,2,7,58
223,3,1,5,0,4,4,0,0,0,0,8,5,0,2,0,0,6,5,0,0,0,3,5,5,1,0,1,0,0,0,1,6.133333333333334,0,2,1,5,30
224,3,2,24,2,27,11,1,0,0,4,24,19,0,12,0,0,3,4,0,0,0,2,5,16,5,10,0,0,4,0,1,6.524752475247524,1,5,4,10,101
225,6,0,20,1,18,6,0,0,0,3,16,26,0,7,0,0,7,6,2,0,0,4,9,5,2,1,2,2,0,0,1,6.3375,0,17,3,10,80
226,3,1,19,2,24,14,1,0,0,6,21,18,1,12,0,0,5,12,2,0,0,3,8,10,4,8,1,3,0,0,1,6.145631067961165,0,0,3,10,103
227,1,2,21,0,18,6,0,0,0,3,17,11,0,8,0,0,0,7,0,0,0,5,7,8,3,5,0,0,1,0,0,5.876923076923077,0,6,3,8,65
228,4,1,28,0,26,20,0,0,0,4,28,17,0,16,0,0,1,12,0,0,0,5,8,7,7,4,4,2,1,0,0,6.522123893805309,0,4,4,10,113
229,4,1,37,1,32,21,1,0,0,7,37,5,0,23,0,0,3,12,0,1,1,11,13,17,6,8,0,1,0,0,0,6.538461538461538,0,1,4,13,130
230,2,1,14,1,24,7,0,0,0,0,14,11,1,10,0,0,5,5,0,1,1,7,5,2,4,6,3,6,1,0,1,6.148648648648648,0,6,2,8,74
231,1,0,19,0,14,8,1,0,0,2,13,8,0,10,0,0,4,11,0,0,0,4,4,12,0,4,0,2,1,0,1,5.852941176470588,0,0,3,8,68
232,1,1,23,0,19,12,0,2,0,2,27,0,0,8,0,0,4,5,0,0,0,6,5,11,3,3,1,1,0,0,0,6.413333333333333,0,0,3,8,75
233,1,1,10,1,7,6,0,0,0,1,13,4,0,5,0,0,2,5,0,0,0,3,3,5,2,2,3,0,1,0,1,6.409090909090909,0,1,2,7,44
234,1,2,38,0,29,21,0,1,0,7,37,19,0,21,0,0,4,13,0,0,0,9,13,10,6,7,1,2,2,0,0,6.296551724137931,1,3,4,12,145
235,3,1,37,0,22,15,0,0,0,4,31,20,0,20,0,0,2,12,0,0,1,12,14,20,6,15,1,0,4,1,0,6.539568345323741,1,4,4,17,139
236,3,2,20,0,15,9,0,1,0,6,24,5,0,9,0,0,5,6,0,0,0,4,7,9,2,2,2,1,1,0,1,5.797297297297297,0,3,3,12,74
237,2,0,18,0,17,10,0,0,0,3,18,6,0,7,0,0,4,12,0,0,0,6,5,8,3,6,0,1,0,0,2,6.138461538461539,0,1,3,7,65
238,2,2,15,0,14,8,0,1,0,1,16,8,0,9,0,0,3,6,0,0,1,5,5,7,2,2,1,3,1,0,0,5.971830985915493,0,1,3,10,71
239,4,0,33,0,22,17,0,1,0,8,29,10,0,16,0,0,3,15,0,0,0,10,15,10,7,9,1,1,0,0,3,6.433070866141732,0,3,4,13,127
240,1,0,35,0,34,15,1,1,0,3,33,21,0,13,0,0,3,14,0,0,1,12,10,10,9,3,1,2,0,0,1,6.049180327868853,1,3,3,11,122
241,4,0,12,1,6,5,0,0,0,1,13,0,0,7,0,0,8,2,0,0,0,5,6,8,0,1,1,1,1,2,3,5.840909090909091,1,4,1,6,44
242,1,0,28,0,20,15,0,0,0,3,26,14,1,14,0,0,4,6,0,1,0,9,10,12,4,3,0,1,1,0,1,6.155339805825243,0,1,3,12,103
243,1,1,17,0,13,7,0,2,0,0,22,9,0,10,0,0,3,4,0,0,0,7,4,6,3,1,2,1,0,0,0,6.028169014084507,0,8,2,8,71
244,3,0,12,0,8,2,0,0,0,2,9,8,0,3,0,0,3,2,0,0,0,0,2,4,4,2,1,0,1,0,0,6.166666666666667,1,0,2,5,36
245,1,1,18,0,20,13,0,2,0,2,20,23,1,9,0,0,2,6,0,0,0,7,7,8,4,2,1,1,0,0,2,6.104166666666667,0,3,3,9,96
246,3,0,12,2,12,7,0,1,0,3,17,11,0,11,0,0,1,5,0,0,0,5,7,4,4,0,1,5,0,0,2,6.126760563380282,1,3,3,7,71
247,1,0,27,0,22,12,0,0,0,3,38,8,0,8,0,0,1,14,0,0,1,4,4,10,5,6,3,1,1,1,0,5.369747899159663,2,8,4,12,119
248,2,1,27,0,16,9,0,2,0,5,28,16,0,7,0,0,4,4,0,0,0,5,8,11,4,7,0,1,4,0,1,6.6,0,5,1,13,95
249,1,1,28,1,30,16,0,2,0,6,30,17,1,17,0,0,6,13,0,0,1,8,12,19,5,8,2,1,0,0,0,6.17037037037037,0,8,3,13,135
250,3,3,20,0,7,2,1,0,0,1,21,3,0,6,0,0,4,1,0,0,0,11,10,8,2,1,0,0,0,0,0,6.377358490566038,0,0,2,6,53
251,6,0,36,0,28,24,0,1,0,9,36,27,1,22,0,0,7,12,0,0,1,10,17,8,5,8,2,6,2,0,2,6.433962264150943,3,12,4,15,159
252,1,0,10,1,8,6,0,0,0,0,7,1,0,4,0,0,3,3,0,0,0,5,5,5,2,0,0,1,0,0,0,5.566666666666666,0,0,2,4,30
253,0,0,16,0,13,5,0,0,0,0,16,24,0,9,0,0,5,4,0,0,0,14,13,8,2,0,1,0,0,0,0,5.822784810126582,0,5,3,8,79
254,1,0,24,0,19,7,0,2,0,4,21,20,0,10,0,0,2,10,0,0,1,6,9,4,2,3,1,3,1,0,0,6.141304347826087,1,2,3,12,92
255,5,0,34,1,24,21,0,0,0,5,24,8,0,23,0,0,2,13,0,0,0,12,15,15,9,3,0,1,0,0,0,6.3515625,0,2,4,13,128
256,5,2,20,1,17,10,0,0,0,4,19,7,0,9,0,0,3,8,0,0,1,4,6,9,5,5,2,0,1,0,0,6.151515151515151,0,2,2,8,66
257,2,2,20,0,10,7,0,0,0,4,16,21,0,13,0,0,0,4,0,0,0,11,12,9,2,2,0,0,0,0,0,6.785714285714286,0,4,2,11,84
258,1,3,22,0,25,8,1,0,0,5,34,15,1,8,0,0,2,7,0,0,0,6,10,10,2,4,0,1,2,0,0,6.153061224489796,2,1,3,10,98
259,1,2,20,3,23,12,0,1,0,3,22,10,0,10,0,0,6,4,1,0,2,1,3,10,3,6,0,4,1,0,1,5.9625,0,3,3,12,80
260,4,1,35,1,32,11,0,1,0,6,26,20,0,22,0,0,8,12,0,0,0,2,6,16,5,7,2,0,2,2,1,6.198412698412699,2,3,4,14,126
261,1,0,7,0,10,2,2,0,0,0,7,10,0,5,0,0,3,7,0,0,0,5,6,3,1,2,1,1,0,0,0,6.5813953488372094,0,3,0,8,43
262,0,0,12,0,5,1,0,0,0,3,9,3,0,4,0,0,1,2,0,0,0,3,4,0,1,0,0,0,0,0,0,4.9,0,0,1,5,30
263,4,3,35,0,32,20,1,1,0,2,33,24,0,17,0,0,10,9,0,0,1,9,8,14,3,2,4,3,1,1,2,5.692857142857143,1,6,4,17,140
264,1,0,12,1,15,9,0,0,0,2,15,13,0,14,0,0,2,7,0,0,0,6,6,4,4,3,0,1,0,0,2,6.465753424657534,0,3,2,7,73
265,4,0,19,0,25,11,1,0,0,3,28,11,1,16,0,0,4,8,0,1,2,4,9,9,2,7,0,2,0,0,0,6.822916666666667,0,0,3,9,96
266,1,2,15,0,19,9,1,0,0,2,15,24,0,12,0,0,3,8,0,0,0,2,3,8,2,8,0,1,0,0,1,6.267441860465116,0,1,3,9,86
267,4,0,22,0,26,16,1,0,0,3,30,13,0,14,0,0,5,11,0,0,1,2,5,10,5,3,0,2,1,0,2,6.205607476635514,0,4,4,13,107
268,2,1,25,1,29,11,1,0,0,3,29,15,0,11,0,0,7,7,0,0,1,5,7,9,4,2,1,5,1,0,5,5.857142857142857,4,4,3,9,98
269,4,2,25,0,18,18,1,0,0,3,29,16,0,11,0,0,6,10,0,0,1,11,10,10,4,6,0,1,1,0,0,5.991304347826087,1,6,4,10,115
270,3,1,11,0,18,12,0,0,0,0,22,5,0,8,0,0,4,8,0,0,0,7,5,9,3,3,0,1,0,0,0,6.485714285714286,0,0,3,7,70
271,7,4,28,1,24,17,0,1,0,3,36,9,1,15,0,0,8,6,0,0,1,5,6,16,8,3,1,1,1,0,1,5.836206896551724,1,11,3,14,116
272,3,2,20,0,22,7,2,1,0,2,20,36,0,13,0,0,8,5,0,0,0,6,6,14,3,6,2,1,1,0,2,6.293577981651376,0,10,1,11,109
273,2,0,22,3,19,12,0,1,0,5,17,9,0,9,0,0,5,6,0,0,1,4,6,4,4,2,5,3,0,0,1,5.775,1,1,3,8,80
274,2,1,23,1,20,14,0,0,0,3,15,20,0,10,0,0,3,6,0,0,0,9,9,11,3,8,2,0,0,0,2,6.032608695652174,0,11,3,9,92
275,2,1,28,0,19,5,1,1,0,0,28,11,0,6,0,0,2,4,0,0,1,4,4,12,6,5,3,2,1,0,0,6.244186046511628,1,1,2,10,86
276,3,1,13,3,12,11,0,0,0,0,12,8,0,7,0,0,4,8,0,0,0,8,7,7,4,2,4,3,0,0,1,6.246153846153846,0,3,2,10,65
277,1,0,18,1,18,13,0,1,0,5,22,4,0,15,0,0,3,11,1,0,0,7,9,8,6,2,0,1,0,0,0,6.373493975903615,0,0,3,13,83
278,0,0,11,0,6,3,1,0,0,0,14,0,0,7,0,0,6,7,0,0,0,5,5,9,2,1,0,1,1,0,0,6.142857142857143,0,0,1,6,42
279,0,0,4,0,2,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5.5,0,0,0,2,12
280,1,1,17,0,10,4,0,0,0,3,13,0,0,6,0,0,1,3,0,0,0,3,4,4,2,1,1,0,1,0,0,5.837837837837838,0,1,2,4,37
281,4,0,22,1,19,6,0,1,0,4,19,8,0,16,0,0,2,2,0,0,2,5,11,8,3,4,3,0,0,0,0,6.378048780487805,0,4,3,10,82
282,3,1,19,0,15,6,0,1,0,3,15,13,1,12,0,0,1,2,0,0,0,5,7,5,1,4,2,3,2,0,0,7.073529411764706,1,4,3,7,68
283,2,1,18,1,9,10,0,0,0,3,14,6,0,8,0,0,0,3,1,0,0,1,4,7,0,1,0,3,1,0,1,5.88135593220339,1,0,1,6,59
284,0,2,18,0,12,8,1,0,0,1,20,16,0,8,0,0,3,1,0,0,0,5,3,8,0,1,0,0,1,0,0,6.070422535211268,0,1,1,9,71
285,4,1,23,0,9,6,1,2,0,2,20,9,0,7,0,0,2,3,0,0,0,7,6,8,2,3,0,0,0,0,2,6.044117647058823,0,4,2,6,68
286,3,3,9,1,16,9,0,0,0,1,16,8,0,4,0,0,5,3,0,0,0,2,3,11,1,5,0,1,0,0,2,5.685185185185185,1,0,2,7,54
287,1,0,22,1,24,16,0,1,0,1,23,8,0,16,0,0,6,12,0,0,0,7,6,12,6,2,1,2,1,0,1,6.375,2,2,4,7,88
288,1,0,22,0,17,7,0,1,0,1,27,7,0,8,0,0,4,1,0,0,0,9,10,8,3,6,0,0,2,1,0,6.358974358974359,1,1,3,7,78
289,1,3,16,2,22,8,1,0,0,4,22,17,0,12,0,0,1,8,0,0,0,5,9,12,1,7,3,1,1,0,3,6.295918367346939,0,4,3,9,98
290,2,1,17,1,20,16,0,0,0,3,17,14,1,6,0,0,7,15,0,0,1,6,7,7,5,7,2,7,2,0,1,5.166666666666667,0,9,3,11,114
291,2,0,20,1,18,14,0,0,0,1,24,6,1,12,0,0,5,8,0,0,0,7,8,8,6,4,1,1,2,0,2,6.284090909090909,1,1,3,9,88
292,0,0,7,0,2,0,0,0,0,0,5,6,0,2,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,2,6.0,0,3,1,4,18
293,8,0,27,0,28,24,0,1,0,5,37,13,1,15,0,0,3,9,0,1,1,14,14,12,4,3,4,0,0,0,1,6.312977099236641,1,6,4,13,131
294,2,1,25,0,17,5,0,1,0,7,26,11,0,10,0,0,2,7,0,0,1,5,13,3,2,4,2,2,2,0,0,6.072289156626506,0,5,3,10,83
295,2,1,18,1,10,4,0,0,0,2,13,10,0,8,0,0,5,1,0,0,0,2,4,8,0,2,6,0,1,0,1,6.109090909090909,1,4,2,5,55
296,2,1,18,0,18,14,0,0,0,1,19,12,0,9,0,0,5,9,0,0,2,6,6,8,4,2,5,0,0,0,1,5.858823529411764,1,4,3,9,85
297,5,0,12,0,19,9,2,1,0,0,13,9,0,13,0,0,4,5,0,0,0,6,4,10,2,3,1,1,0,0,0,6.75,0,13,2,7,68
298,3,2,25,0,14,11,1,0,0,1,23,6,0,16,0,0,4,4,0,0,0,13,11,11,3,2,1,1,2,0,0,6.022471910112359,1,3,3,12,89
299,3,0,26,0,17,11,0,0,0,4,23,15,0,9,0,0,3,5,0,0,0,6,8,4,4,4,1,0,0,0,0,6.475609756097561,0,2,2,12,82
300,2,1,6,0,9,3,1,1,0,1,8,4,1,5,0,0,1,5,0,0,0,1,1,5,0,1,3,1,0,0,0,5.722222222222222,0,2,2,4,36
301,3,0,21,0,14,7,0,1,0,1,22,15,0,8,0,0,3,4,1,0,0,11,10,5,1,1,1,2,0,0,1,5.853658536585366,1,13,3,7,82
302,1,1,21,1,24,10,0,1,0,3,20,12,1,13,0,0,5,8,0,0,0,4,6,12,4,2,0,4,0,0,1,6.094736842105263,1,4,3,10,95
303,4,4,44,0,29,19,1,0,0,4,34,25,0,18,0,0,3,9,0,0,0,11,11,15,1,11,0,4,3,1,1,6.173333333333333,2,8,2,14,150
304,3,1,32,0,23,21,0,0,0,9,29,5,0,12,0,0,5,13,0,0,4,9,15,6,5,5,1,1,2,0,0,5.954545454545454,1,1,3,8,110
305,5,1,32,2,29,18,0,1,0,7,29,17,1,15,0,0,3,12,0,0,2,8,10,9,6,3,1,2,2,0,1,6.091666666666667,1,10,4,6,120
306,0,0,6,0,8,3,0,0,0,0,4,11,0,6,0,0,1,2,0,0,0,3,2,3,4,0,0,2,0,0,0,5.916666666666667,0,5,2,5,36
307,0,0,5,0,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,5.764705882352941,0,2,1,1,17
308,4,0,24,3,21,18,0,0,0,3,16,13,0,13,0,0,11,11,0,0,1,7,10,14,1,1,2,1,2,0,3,5.835164835164835,1,2,2,9,91
309,1,1,13,0,12,8,0,0,0,3,6,14,0,5,0,0,3,3,0,0,0,3,3,5,3,2,0,1,1,0,2,5.787234042553192,1,10,2,4,47
310,5,1,19,0,16,2,0,0,0,3,22,6,0,19,0,0,6,8,0,0,0,10,11,12,5,5,1,0,0,0,1,6.112359550561798,0,0,3,10,89
311,3,5,28,0,19,18,0,2,0,3,28,16,0,12,0,0,2,5,0,0,1,7,9,15,2,4,0,1,3,0,2,6.0,2,4,3,14,112
312,4,1,8,2,17,5,0,0,0,0,9,7,0,13,0,0,9,7,0,0,0,5,8,7,0,1,2,2,1,0,0,5.773584905660377,0,3,3,8,53
313,2,2,28,0,15,13,0,0,0,3,28,9,0,13,0,0,0,6,0,0,0,7,5,9,5,5,2,0,0,0,0,6.15625,0,2,3,14,96
314,3,1,14,1,12,12,0,0,0,1,17,11,0,7,0,0,6,3,0,0,0,7,6,11,4,2,1,0,1,0,1,5.776119402985074,0,0,2,8,67
315,0,0,9,0,14,4,1,0,0,3,11,8,0,6,0,0,7,1,0,0,0,0,2,11,1,2,0,0,0,0,3,5.62,0,7,2,6,50
316,3,0,21,0,16,8,1,0,0,2,28,15,0,11,0,0,2,6,1,0,1,5,6,7,1,6,0,2,1,0,0,6.344827586206897,0,3,3,10,87
317,8,1,45,0,35,22,0,0,0,1,42,32,0,31,0,0,7,12,0,0,2,7,4,18,15,8,5,6,2,0,0,6.638743455497382,0,5,4,29,191
318,0,0,22,0,24,14,0,0,0,2,27,15,0,6,0,0,6,7,0,0,2,10,13,12,1,6,0,2,1,0,1,5.696969696969697,0,8,2,8,99
319,3,2,18,0,21,7,1,3,0,2,32,8,0,10,0,0,11,6,0,1,2,4,6,13,4,3,4,2,1,0,2,5.666666666666667,2,10,2,12,99
320,4,3,30,0,16,9,0,0,0,1,28,8,0,15,0,0,5,2,0,1,0,10,8,14,6,5,2,2,0,0,0,6.32,0,2,2,12,100
321,6,1,27,1,16,14,1,1,0,2,24,11,0,15,0,0,6,13,0,0,0,10,9,14,2,4,1,2,2,0,1,6.019417475728155,1,1,4,12,103
322,1,0,16,0,19,7,1,0,0,2,22,11,0,10,0,0,1,7,0,1,0,3,4,7,1,6,1,1,0,0,3,6.213333333333333,2,7,3,8,75
323,4,2,33,3,28,19,0,0,0,12,37,14,0,14,0,1,13,11,1,0,1,14,22,11,3,3,3,3,2,0,2,5.723577235772358,2,8,3,12,123
324,2,0,28,1,26,13,0,1,0,4,24,14,0,16,0,0,3,10,0,0,3,10,12,10,7,4,0,1,2,0,0,6.3584905660377355,1,2,4,11,106
325,2,0,31,1,27,15,1,0,0,9,34,14,0,23,0,0,4,12,0,1,0,12,14,11,5,7,1,3,1,0,2,6.325396825396825,2,2,3,14,126
326,2,0,27,0,20,8,0,1,0,5,33,6,0,10,0,0,1,5,0,0,0,6,8,7,1,5,0,0,2,0,0,6.214285714285714,1,2,3,6,84
327,4,2,23,0,24,13,1,1,0,3,21,24,1,12,0,0,5,8,0,0,1,7,9,13,1,11,0,1,0,0,2,6.509090909090909,0,1,4,9,110
328,4,1,32,0,28,14,0,0,0,5,23,16,0,16,0,0,6,3,0,0,0,7,9,9,1,0,1,2,1,0,0,6.3061224489795915,0,5,2,15,98
329,2,2,14,0,14,10,0,0,0,3,12,10,0,11,0,0,2,8,0,0,0,4,6,7,3,3,0,0,0,0,0,6.394366197183099,0,1,3,9,71
330,2,0,26,1,25,10,0,1,0,4,29,10,0,11,0,0,6,12,0,0,0,5,7,9,2,2,2,1,1,0,0,6.11340206185567,1,5,3,12,97
331,1,1,17,0,15,10,0,0,0,3,14,7,1,9,0,0,1,6,0,1,0,4,6,6,1,2,0,2,1,0,0,6.508196721311475,0,4,3,6,61
332,6,0,28,1,31,16,1,1,0,6,30,27,0,12,0,0,3,8,0,0,0,6,10,12,6,2,0,2,4,0,1,6.520325203252033,3,7,4,17,123
333,9,1,28,0,26,16,0,1,0,2,39,7,0,16,0,0,3,4,1,0,0,6,7,12,3,7,1,0,0,0,0,6.601851851851852,0,7,3,9,108
334,3,2,43,1,27,14,1,1,0,4,37,16,0,11,0,0,9,7,0,0,2,8,10,14,6,4,0,3,0,0,4,6.21259842519685,0,4,4,21,127
335,5,1,44,0,33,20,1,1,0,4,46,26,1,13,0,0,5,15,0,1,1,11,9,16,4,7,1,2,1,0,2,6.32051282051282,0,5,4,15,156
