,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
171,21,3,46,1,54,17,2,0,7,63,5,0,38,0,52,8,1,0,3,9,0,18,6,8,2,31,8,3,2,11,5.056338028169014,6,5,3,17,213
172,34,8,64,1,61,40,2,1,14,92,17,0,52,0,21,24,1,1,4,25,0,41,12,9,10,15,15,3,4,0,5.584569732937686,5,15,4,27,337
173,16,2,45,1,39,19,0,0,10,52,6,1,39,0,27,17,0,0,3,12,0,21,8,9,16,13,10,0,2,3,5.5092592592592595,4,3,3,21,216
174,12,2,26,1,36,23,1,1,6,54,14,0,15,0,27,18,0,0,0,13,0,18,1,4,7,17,14,2,3,1,5.4136125654450264,4,10,4,17,191
175,22,2,72,2,75,43,5,0,17,109,27,1,64,0,68,39,0,2,4,26,0,49,15,11,13,29,15,6,5,2,5.372549019607843,5,24,4,39,408
176,9,2,16,0,23,15,0,0,6,19,5,0,20,0,11,13,0,0,1,7,0,14,3,3,7,8,3,3,0,0,5.054054054054054,0,6,3,8,111
177,11,0,14,1,22,11,2,0,10,21,7,0,17,0,19,10,0,0,0,7,0,15,0,5,0,12,4,4,1,1,5.05050505050505,1,9,3,9,99
178,18,0,38,1,34,17,2,0,8,37,4,1,31,0,25,17,1,0,0,8,0,20,4,2,3,18,4,1,2,3,5.167701863354037,3,15,4,16,161
179,22,0,49,2,59,35,1,0,16,65,10,2,41,0,24,23,1,0,5,16,0,36,3,8,13,15,14,3,8,2,5.48828125,7,8,4,29,256
180,11,1,12,3,23,9,0,0,4,26,4,0,10,0,18,12,1,0,1,9,0,12,1,2,5,14,1,1,1,0,5.082474226804123,1,13,2,9,97
181,13,1,10,0,22,6,0,0,6,13,7,0,10,0,27,13,0,0,1,6,0,12,5,7,0,8,3,1,2,5,3.1510791366906474,5,8,1,9,139
182,14,6,29,1,33,19,0,0,14,49,8,1,19,0,59,25,2,1,5,24,0,44,3,6,4,28,10,3,10,3,4.762114537444934,9,1,3,24,227
183,9,3,25,3,35,15,1,0,14,68,6,1,32,0,34,17,0,0,2,16,0,28,8,8,13,22,7,2,7,4,5.470588235294118,10,24,3,20,238
184,13,2,57,0,60,23,0,1,8,72,14,0,40,0,24,18,2,1,4,18,0,23,1,8,11,13,16,3,2,0,5.412186379928316,2,10,4,32,279
185,22,2,36,0,34,21,4,0,7,56,6,0,39,0,38,9,1,0,3,11,0,17,3,8,8,17,9,1,3,2,4.868312757201646,3,5,5,19,243
186,15,0,23,4,36,12,3,0,6,42,5,0,27,0,19,18,1,0,2,12,0,16,4,5,5,18,8,1,3,1,5.00625,4,15,3,13,160
187,5,0,24,0,34,16,1,0,5,26,14,0,18,0,25,16,3,0,0,13,0,20,2,8,3,17,12,4,3,1,4.703703703703703,4,13,4,14,162
188,14,2,38,1,58,25,1,0,11,71,9,0,41,0,35,34,0,0,5,18,0,30,4,15,14,27,20,2,7,5,5.558620689655172,7,9,4,20,290
189,2,2,32,1,27,15,0,0,21,27,2,2,13,0,12,8,0,0,8,6,0,25,1,1,13,12,2,1,1,0,3.252808988764045,1,4,3,20,178
190,6,1,22,4,41,28,3,0,11,40,6,0,27,0,23,18,0,0,0,11,0,20,1,3,5,16,6,4,3,2,5.567251461988304,5,8,4,18,171
191,16,2,32,0,49,32,1,1,7,46,16,1,38,0,20,23,0,0,1,11,0,14,6,4,12,12,16,0,4,2,6.0772946859903385,4,16,3,19,207
192,8,4,26,2,50,19,0,0,4,24,32,0,21,1,52,17,0,0,2,6,0,9,6,6,0,43,14,3,1,1,4.058035714285714,2,31,3,27,224
193,24,1,57,2,68,33,1,1,12,88,22,1,49,0,32,27,4,0,1,12,0,25,11,9,11,18,25,1,5,4,5.04093567251462,5,9,5,37,342
194,28,2,53,1,68,36,1,1,13,66,28,0,45,0,40,36,0,0,7,20,0,30,11,10,16,21,23,2,4,3,5.540192926045016,8,44,4,21,311
195,17,1,58,2,51,33,0,0,17,43,26,1,47,1,39,30,2,1,2,14,0,29,11,6,7,25,14,3,2,6,4.809027777777778,4,25,3,26,288
196,15,3,15,2,30,17,0,0,4,26,1,0,28,1,38,12,0,0,2,10,0,19,2,9,4,28,5,0,1,3,4.923566878980892,3,22,3,9,157
197,24,1,56,1,65,42,2,1,31,65,29,4,43,1,50,29,0,0,3,21,0,51,7,9,9,32,9,6,3,2,5.501510574018127,4,22,4,27,331
198,24,1,55,3,62,16,1,0,13,68,14,0,41,0,53,33,0,0,4,18,0,29,6,14,14,33,8,2,6,8,5.122866894197952,8,12,4,24,293
199,11,2,15,4,13,11,0,0,5,33,1,0,13,0,11,8,0,0,2,5,0,12,3,0,4,8,5,3,1,1,4.404255319148936,1,16,1,5,94
200,11,0,32,1,29,8,2,0,16,39,7,0,21,0,34,18,0,0,1,17,0,30,13,6,13,9,6,4,2,5,5.031746031746032,2,3,4,18,189
201,15,3,33,0,55,27,1,0,10,42,10,0,28,0,37,21,0,1,2,10,0,19,4,7,14,18,19,1,5,1,5.262032085561497,5,12,4,24,187
202,27,4,51,1,76,36,3,0,9,72,24,0,51,0,74,47,1,0,7,35,0,41,5,14,19,32,25,4,0,2,5.557422969187675,1,17,3,36,357
203,25,0,71,2,67,30,3,2,12,101,9,0,35,1,48,39,0,0,2,22,0,38,6,6,10,32,18,5,9,1,5.149717514124294,6,19,4,32,354
204,4,1,9,2,20,12,0,0,6,24,11,0,24,0,13,11,0,0,2,3,0,9,3,2,0,7,3,1,3,0,5.740384615384615,3,22,2,16,104
205,15,3,28,1,37,19,1,0,8,45,12,0,41,2,21,15,0,0,0,8,0,18,6,4,4,14,10,2,11,1,5.482412060301508,11,18,3,16,199
206,15,0,24,1,45,31,0,0,6,38,8,0,47,0,36,20,0,0,3,18,0,25,11,2,10,22,7,5,1,2,5.356481481481482,3,37,3,19,216
207,12,1,47,1,39,15,0,0,6,50,14,1,29,0,43,19,0,0,2,13,0,20,2,1,3,17,14,1,3,0,5.015,2,12,4,16,200
208,15,10,34,0,40,17,3,0,9,48,6,0,17,0,22,14,0,0,5,13,0,21,0,1,1,13,4,6,0,1,4.726027397260274,1,9,2,13,146
209,10,1,30,2,37,17,0,1,7,40,4,0,21,0,23,11,0,0,3,7,0,16,6,7,13,15,9,2,1,1,5.186746987951807,1,14,3,16,166
210,14,0,31,3,53,17,7,0,16,50,10,0,26,0,39,31,5,0,9,8,0,23,4,12,1,25,9,2,2,6,4.603603603603603,3,14,3,13,222
211,16,3,40,3,64,20,1,1,22,66,10,0,54,0,49,39,0,0,2,18,0,43,2,5,12,37,14,5,2,2,5.342019543973941,2,9,4,33,307
212,11,1,29,2,44,35,1,2,14,37,6,0,29,1,36,19,0,0,5,11,0,29,5,4,7,23,4,3,5,3,5.023923444976076,5,6,4,22,209
213,35,1,38,0,65,26,2,3,9,66,19,0,41,0,83,41,1,0,1,21,0,27,21,18,15,38,9,5,2,6,4.9602272727272725,4,17,4,34,352
214,6,0,16,1,13,17,0,1,4,22,7,0,9,0,16,8,0,0,2,12,0,14,0,1,9,11,13,3,4,2,5.026315789473684,3,9,3,12,114
215,24,1,27,0,46,33,0,0,13,35,7,0,47,0,16,24,0,0,5,15,0,31,3,3,16,12,11,3,6,1,5.628019323671498,6,13,3,20,207
216,28,6,31,2,53,35,0,1,8,51,12,0,27,0,41,37,2,0,1,21,0,32,3,3,5,18,9,1,2,4,5.18141592920354,2,15,3,14,226
217,8,2,20,0,30,21,1,0,13,33,11,1,23,0,41,16,0,0,2,15,0,27,5,5,7,13,8,2,2,1,5.558510638297872,4,11,4,16,188
218,29,3,53,2,71,29,1,2,14,65,13,0,45,0,56,30,1,0,4,25,0,34,7,6,18,29,18,7,1,1,4.96271186440678,2,31,4,20,295
219,9,0,18,0,36,17,2,0,7,19,3,0,33,0,23,12,0,0,1,5,0,13,1,5,2,11,7,0,4,1,5.112781954887218,4,4,3,14,133
220,17,0,20,3,28,17,0,0,3,38,5,0,13,0,23,16,0,0,1,8,0,16,2,5,3,11,6,0,1,2,5.163934426229508,1,13,2,11,122
221,15,0,27,2,40,24,0,0,9,44,13,0,27,0,36,30,0,0,0,8,0,16,2,4,4,31,11,2,2,1,5.083333333333333,2,12,4,22,216
222,20,0,68,2,61,37,0,3,12,73,14,0,35,2,46,30,0,0,5,27,0,29,32,7,23,22,13,6,4,11,5.058461538461539,9,15,4,22,325
223,16,0,28,0,40,17,0,0,5,42,18,0,38,0,31,6,0,0,0,4,0,16,0,3,5,29,20,6,5,2,5.475247524752476,8,22,4,22,202
224,14,2,67,1,59,36,0,0,21,64,26,0,55,0,37,26,1,0,5,25,0,46,1,4,15,29,12,3,5,3,5.305295950155763,6,24,5,38,321
225,12,1,22,0,39,19,1,2,19,50,10,0,36,0,28,17,1,0,2,17,0,32,0,14,12,18,9,3,1,1,5.410958904109589,3,8,4,28,219
226,15,2,37,0,41,26,0,4,5,55,22,0,31,0,20,18,0,0,0,8,0,12,2,5,8,16,11,5,0,1,3.5013262599469495,2,42,3,19,377
227,15,2,35,0,34,15,3,0,10,62,5,0,18,0,17,13,1,0,3,13,0,25,4,5,10,9,8,4,1,0,5.302702702702702,3,17,3,16,185
228,39,1,62,10,107,39,0,0,30,62,9,0,77,0,120,87,0,0,1,37,0,67,37,15,30,62,11,13,23,9,5.245033112582782,26,3,4,39,453
229,13,1,34,1,30,14,0,1,7,51,7,0,31,0,11,15,0,0,2,8,0,16,1,2,12,13,12,3,0,0,5.635294117647059,2,15,3,19,170
230,23,5,28,0,46,21,1,0,13,47,8,1,47,0,37,10,0,0,3,13,0,25,7,10,7,22,4,0,7,2,5.186721991701245,6,11,4,19,241
231,4,2,16,2,33,6,0,0,6,25,3,0,13,0,26,15,2,0,1,9,0,15,2,6,4,18,9,4,5,0,2.052434456928839,5,12,3,8,267
232,24,0,16,2,55,33,0,0,13,40,27,0,35,0,42,25,0,0,3,18,0,40,7,2,8,22,9,0,5,4,5.525691699604743,6,32,4,32,253
233,15,4,27,1,24,13,0,1,10,38,3,0,24,0,29,24,1,0,2,16,0,22,4,4,5,14,6,3,3,4,5.464516129032258,5,27,3,14,155
234,17,4,47,6,73,38,1,1,31,68,13,0,68,0,56,40,2,0,2,29,0,55,8,5,15,34,21,5,23,5,5.02051282051282,23,0,4,39,390
235,20,0,37,0,46,18,0,0,15,49,11,0,29,0,73,25,1,0,5,23,0,46,6,6,8,29,7,2,6,4,4.7322175732217575,8,12,4,27,239
236,29,3,59,2,92,61,6,2,8,90,16,3,66,0,27,29,5,0,2,22,0,32,2,21,17,31,18,5,4,4,6.252659574468085,6,30,4,24,376
237,8,2,16,0,20,19,0,0,7,10,3,0,20,0,17,17,0,0,2,9,0,10,1,2,2,7,9,0,2,0,5.71875,2,15,3,8,96
238,23,0,55,2,60,30,1,0,17,75,9,2,42,0,33,27,0,0,4,22,0,32,7,15,16,22,13,6,2,7,5.228187919463087,6,9,4,17,298
239,32,1,71,4,84,27,2,1,30,79,11,1,50,0,39,41,1,0,2,13,0,45,11,16,16,23,14,6,3,6,5.578212290502793,4,11,4,28,358
240,14,2,29,2,40,27,0,1,7,37,10,0,29,0,22,12,1,0,1,12,0,20,9,5,7,18,2,1,3,2,4.953608247422681,3,11,3,14,194
241,30,3,75,1,79,61,3,0,14,99,34,0,48,0,33,26,0,0,5,39,0,43,12,10,17,21,16,4,4,2,5.8375,4,24,4,37,400
242,14,2,41,0,56,27,0,0,14,64,13,0,21,0,60,27,0,0,4,19,0,35,6,4,3,35,10,3,3,3,4.69758064516129,2,14,3,26,248
243,36,1,49,2,82,13,0,1,5,98,44,0,33,0,78,36,0,0,5,24,0,23,41,7,8,24,17,2,5,4,4.730666666666667,5,47,3,32,375
244,6,0,8,1,24,9,1,0,6,10,2,0,24,0,21,9,0,0,0,4,0,10,2,3,2,16,2,1,0,1,4.689655172413793,1,12,3,7,87
245,25,1,33,1,28,15,0,0,13,39,5,2,51,0,18,21,0,0,2,13,0,22,3,0,4,11,10,0,2,1,4.753488372093023,2,6,3,22,215
246,24,1,31,4,60,26,1,1,14,66,11,0,35,0,42,21,0,0,3,8,0,17,2,5,9,25,14,3,4,12,5.349019607843137,6,15,3,18,255
247,10,1,20,1,30,13,0,0,7,26,6,0,20,2,23,17,0,1,1,4,0,10,3,0,12,17,5,5,2,5,5.134328358208955,3,6,4,13,134
248,21,2,20,5,35,22,0,0,6,35,9,0,25,0,34,19,1,0,2,16,0,28,2,6,10,25,11,2,1,2,5.043243243243243,4,6,4,18,185
249,15,0,51,4,58,33,0,1,12,69,8,0,29,1,35,35,1,0,3,17,0,28,2,5,2,27,10,2,1,2,4.563432835820896,2,21,3,20,268
250,21,1,84,4,83,35,1,0,27,97,20,2,52,1,29,45,1,0,5,23,0,51,14,11,15,23,20,4,11,4,5.300791556728232,13,13,4,35,379
251,10,2,48,2,60,24,1,3,13,64,15,0,21,0,27,20,0,2,0,14,0,21,3,5,10,19,14,8,3,0,5.319047619047619,4,18,4,12,210
252,9,0,11,0,14,3,1,0,3,10,4,0,14,0,8,7,0,0,1,10,0,11,0,0,0,7,1,0,3,1,4.059701492537314,3,5,2,4,67
253,12,0,64,3,99,21,4,1,10,108,48,2,25,0,101,40,0,0,11,32,0,41,56,23,10,13,11,7,2,9,4.7725225225225225,7,37,4,51,444
254,5,0,10,0,23,12,0,0,2,33,4,0,20,0,25,10,0,0,6,8,0,12,6,2,0,8,3,1,1,2,4.359712230215828,1,7,3,10,139
255,11,3,32,2,46,19,0,0,9,52,4,0,30,0,18,18,0,0,3,20,0,23,3,2,14,15,17,0,6,4,5.395939086294416,9,2,3,21,197
256,12,0,22,2,37,23,0,2,10,38,8,0,30,0,25,8,0,0,0,16,0,22,10,3,9,15,9,6,5,5,5.368715083798882,6,19,3,16,179
257,27,1,55,4,72,39,0,0,22,81,35,0,46,0,64,44,0,0,5,16,0,44,11,11,7,32,7,7,9,4,4.863309352517986,9,32,4,34,417
258,16,0,46,9,58,41,4,0,15,58,20,1,47,1,21,39,2,0,4,30,0,39,5,1,8,18,22,5,6,0,5.4711864406779664,7,20,4,32,295
259,3,0,1,0,12,7,2,0,6,8,0,0,8,0,14,4,0,0,0,4,0,10,0,1,3,7,2,0,1,0,5.127659574468085,1,8,2,5,47
260,6,0,26,0,22,11,0,0,5,35,7,1,22,0,18,13,0,0,2,15,0,17,1,3,8,22,6,1,3,4,5.190476190476191,4,7,2,12,147
261,27,1,42,1,59,32,0,0,11,52,4,0,41,0,70,26,0,0,1,24,0,39,11,12,3,30,3,4,5,7,4.90234375,5,6,4,19,256
262,7,0,27,2,32,11,1,0,8,32,10,0,15,0,28,19,0,0,2,8,0,15,2,4,2,19,7,0,2,2,4.772058823529412,4,13,2,17,136
263,1,0,3,0,4,3,0,0,3,5,0,0,4,0,4,4,0,0,0,1,0,4,1,0,1,1,1,0,0,0,4.869565217391305,0,9,1,3,23
264,21,0,37,0,31,22,0,0,7,57,10,0,24,0,44,27,0,0,1,15,0,24,0,4,6,17,26,0,11,3,5.44949494949495,10,9,4,20,198
265,29,0,59,4,56,39,2,1,20,98,20,0,35,0,64,35,1,0,2,29,0,40,10,6,17,29,20,4,10,11,5.290140845070423,17,27,4,23,355
266,4,0,12,1,19,4,0,0,5,21,3,0,17,0,10,4,0,0,2,2,0,8,2,3,5,8,4,1,1,0,4.853932584269663,1,3,2,11,89
267,2,0,4,2,5,7,0,0,3,7,0,0,6,0,9,5,0,0,2,2,0,5,0,1,1,5,1,0,0,0,4.777777777777778,0,3,2,4,36
268,8,0,23,0,35,19,0,0,11,30,4,0,15,0,35,16,0,0,1,10,0,24,2,4,4,18,6,1,1,3,4.621621621621622,3,8,3,15,148
269,28,1,30,2,71,33,1,1,11,48,12,2,37,0,80,40,1,0,1,12,0,29,11,8,14,36,17,6,0,8,4.813953488372093,2,11,4,26,301
270,13,6,35,1,45,16,0,0,11,60,14,1,21,0,57,14,1,0,1,11,0,20,25,5,10,11,7,1,1,5,4.892857142857143,6,19,4,18,224
271,20,2,76,2,84,27,3,2,23,87,19,2,46,0,56,43,2,0,3,19,0,43,10,10,14,19,25,7,1,7,4.9974358974358974,3,26,3,33,390
272,5,2,19,0,10,3,0,0,5,23,3,0,10,0,7,3,0,0,0,3,0,6,4,0,3,4,1,1,1,0,5.104477611940299,1,5,2,12,67
273,6,0,28,2,38,17,0,0,15,37,3,0,8,0,30,21,0,0,1,12,0,26,1,5,3,15,13,1,2,0,4.6125,2,9,3,10,160
274,11,0,44,1,56,15,3,2,13,48,6,1,45,0,23,18,1,0,3,11,0,22,2,3,9,25,14,11,6,0,5.44131455399061,6,7,4,19,213
275,19,1,47,2,53,21,0,0,18,68,7,1,28,0,45,20,0,0,3,15,0,35,8,6,9,30,15,1,8,3,4.890566037735849,11,10,4,24,265
276,32,2,51,0,57,27,3,0,10,85,37,0,30,1,37,25,1,0,0,13,0,21,9,2,8,21,16,3,8,4,6.042253521126761,10,30,5,19,284
277,17,0,36,0,65,35,1,3,11,69,9,1,21,0,79,41,0,0,3,13,0,27,5,6,12,39,10,2,1,4,4.875,3,16,3,24,280
278,10,0,17,0,32,8,1,0,9,39,6,0,16,0,22,22,1,0,3,5,0,18,4,6,10,12,2,0,3,1,4.94,3,22,3,13,150
279,3,1,13,0,5,2,0,0,2,34,4,0,1,0,7,4,0,0,0,2,0,5,6,1,0,1,3,0,0,0,2.0588235294117645,0,7,1,7,136
280,26,0,61,3,96,35,1,1,13,71,13,2,59,0,60,36,0,0,2,21,0,36,7,7,10,38,13,3,3,4,4.713467048710601,5,25,4,22,349
281,3,0,7,1,11,3,0,0,5,17,1,1,8,0,12,8,0,0,2,5,0,13,1,1,1,8,1,0,0,2,4.513888888888889,2,4,2,11,72
282,23,1,41,1,56,22,3,0,17,60,38,0,30,0,36,34,3,0,0,12,0,26,10,9,16,13,20,1,5,4,5.102389078498294,7,46,4,24,293
283,29,1,65,4,61,30,2,2,17,55,9,2,53,0,30,27,0,0,2,27,0,45,5,5,20,43,18,2,17,2,5.339869281045751,17,7,4,28,306
284,15,0,36,0,31,14,3,1,8,39,13,0,28,0,30,9,0,0,6,9,0,18,3,4,7,24,8,5,7,7,4.63819095477387,10,17,4,20,199
285,20,3,50,4,68,33,0,1,26,65,18,0,45,0,41,31,1,0,5,23,0,43,4,13,9,25,18,5,12,5,5.242811501597444,12,14,4,26,313
286,7,1,19,0,25,7,0,0,5,25,1,0,8,0,17,10,0,0,0,5,0,10,2,0,4,4,6,1,2,1,5.424657534246576,3,5,2,5,73
287,27,2,56,2,76,24,1,1,8,87,32,0,34,0,28,23,1,0,5,17,0,20,22,11,16,20,10,1,5,6,5.342105263157895,4,36,4,20,304
288,27,1,76,0,89,36,0,2,20,112,14,0,66,0,59,43,1,1,4,27,0,49,15,11,27,27,14,7,1,5,5.70873786407767,10,15,4,33,412
289,15,0,39,0,37,22,0,0,10,37,24,0,25,0,25,15,0,0,6,8,0,19,9,4,14,15,8,1,0,2,4.964467005076142,0,27,3,18,197
290,22,1,39,0,39,19,1,0,8,31,8,1,57,0,40,40,1,0,3,19,0,35,2,5,4,35,6,3,2,2,5.257936507936508,3,8,3,24,252
291,21,1,54,2,69,32,2,2,9,69,8,0,39,0,39,17,0,0,4,21,0,23,1,5,3,34,14,6,3,4,5.573221757322176,6,6,4,19,239
292,22,0,50,3,66,25,0,1,14,52,5,1,36,1,29,28,0,0,0,19,0,38,2,6,11,28,9,2,5,1,5.377118644067797,6,6,3,23,236
293,37,2,42,7,88,43,0,0,8,80,26,0,54,0,66,36,0,0,1,11,0,29,15,22,14,35,20,6,1,2,4.1862955032119915,2,33,4,19,467
294,6,0,10,4,17,8,0,0,5,14,10,0,20,1,8,3,0,0,0,9,0,9,0,1,0,9,6,0,4,0,5.270588235294118,4,14,2,22,85
295,42,3,45,2,69,43,3,2,7,91,16,1,56,0,70,56,0,0,5,24,0,46,8,15,5,42,11,2,6,6,4.8517520215633425,8,14,4,29,371
296,18,3,43,2,38,20,0,1,12,59,3,4,31,0,24,28,1,0,6,14,0,21,5,4,8,24,6,5,2,2,4.8533333333333335,3,7,4,18,225
297,13,1,23,0,22,24,2,0,3,51,27,0,17,0,31,14,0,0,1,14,0,10,17,3,6,8,11,1,1,5,5.35377358490566,3,26,3,18,212
298,15,1,50,2,54,23,5,0,12,57,7,0,38,0,45,30,1,0,6,24,0,37,11,10,6,28,5,4,6,4,4.886363636363637,6,13,3,25,264
299,20,5,76,3,100,46,2,0,20,91,42,0,61,2,41,31,0,0,0,17,0,37,14,9,35,28,23,5,10,4,5.861313868613139,9,31,5,43,411
300,13,2,52,1,50,36,0,0,18,64,13,1,62,0,62,25,1,0,1,27,0,51,8,5,27,39,22,7,10,4,5.283625730994152,13,18,4,40,342
301,26,6,48,0,53,28,1,1,9,53,23,0,56,0,34,26,0,0,4,14,0,26,9,4,14,21,15,0,1,5,5.37037037037037,3,23,4,29,297
302,5,1,10,1,21,9,0,0,5,26,6,0,8,0,17,6,0,0,1,5,0,9,0,2,4,7,5,0,0,0,5.34020618556701,0,7,3,9,97
303,35,8,83,1,58,46,2,2,17,129,8,0,47,2,28,20,0,0,5,30,0,55,5,8,22,15,19,4,6,6,5.598404255319149,6,29,4,28,376
304,25,5,46,5,59,35,2,0,9,81,15,0,35,0,70,33,0,0,2,23,0,32,17,5,9,25,21,0,5,5,4.707736389684814,8,24,4,34,349
305,22,0,58,2,62,13,0,0,15,48,13,0,31,0,47,27,0,0,1,25,0,34,3,8,2,44,13,2,4,4,5.244019138755981,5,19,3,24,209
306,11,1,34,0,26,12,2,0,2,47,10,0,15,0,29,11,0,0,0,6,0,13,7,3,3,12,5,0,0,4,4.928571428571429,1,5,4,12,154
307,9,0,20,0,41,25,0,0,17,15,2,1,36,0,35,24,0,0,6,19,0,30,0,9,10,21,8,1,0,2,5.051724137931035,0,9,4,21,174
308,43,0,29,1,46,24,3,2,29,52,3,0,24,0,87,58,0,0,7,29,0,58,6,7,15,36,9,3,8,5,4.6749116607773855,9,9,3,27,283
309,14,0,36,3,43,23,0,2,12,48,23,0,41,0,32,31,0,0,3,9,0,19,8,4,9,22,7,6,2,0,5.373443983402489,2,17,3,28,241
310,11,2,56,2,66,23,0,0,26,61,3,1,42,0,15,21,0,0,1,22,0,44,8,6,13,12,10,1,6,0,5.7375,7,9,4,19,240
311,4,1,29,1,42,26,1,0,14,38,4,1,29,0,24,8,0,0,0,5,0,18,4,4,4,20,1,0,0,1,5.072289156626506,1,10,3,16,166
312,24,3,39,1,46,16,0,0,6,49,15,0,31,0,59,19,0,0,10,22,0,25,19,7,8,24,15,1,4,3,4.75206611570248,6,27,4,38,242
313,24,6,58,5,96,49,1,0,24,87,4,0,57,1,65,35,0,0,10,26,0,42,9,12,10,38,24,9,7,5,5.376315789473685,10,15,5,34,380
314,23,8,69,1,80,35,0,0,23,92,23,0,43,0,34,40,1,1,4,23,0,41,12,14,21,27,24,8,2,5,5.698863636363637,4,11,4,38,352
315,21,0,35,1,36,25,3,0,9,42,11,2,22,0,31,20,1,0,1,21,0,28,3,7,9,21,8,0,7,1,5.465,7,16,4,20,200
316,13,0,39,3,45,17,1,0,10,55,5,1,33,0,48,18,0,0,1,17,0,24,7,9,6,25,4,2,1,3,5.1891891891891895,2,19,4,23,222
317,13,1,28,2,36,20,1,0,13,38,6,0,25,0,14,21,1,0,3,11,0,27,1,1,7,14,8,1,3,1,5.364197530864198,4,7,3,12,162
318,11,1,34,1,47,29,2,3,9,38,18,1,33,0,54,37,0,2,0,13,0,23,1,8,3,27,13,4,3,1,4.142322097378277,4,10,4,25,267
319,18,0,17,2,24,13,2,0,10,32,9,0,29,0,28,12,0,0,2,12,0,24,5,0,5,14,5,5,0,2,4.918367346938775,0,13,3,15,147
320,35,3,51,0,68,21,0,0,21,68,40,1,46,0,65,27,1,0,3,18,0,43,10,12,17,24,17,4,3,0,5.0664961636828645,2,31,4,40,391
321,19,3,69,0,64,31,4,0,10,51,46,1,45,0,36,26,1,0,3,27,0,23,22,6,13,18,17,10,8,2,5.418918918918919,8,42,4,26,296
322,18,3,39,0,63,37,0,0,14,56,8,0,32,0,48,32,0,0,4,11,0,30,1,8,10,29,9,2,5,0,5.304878048780488,5,19,4,23,246
323,13,0,19,5,33,18,0,1,6,36,12,0,34,0,20,18,2,0,1,11,0,24,5,5,6,12,9,2,1,2,4.536458333333333,2,19,3,18,192
324,18,1,40,2,52,27,1,0,5,69,22,0,28,0,51,23,0,0,6,17,0,24,7,8,7,23,17,4,1,4,5.212686567164179,2,20,4,24,268
325,11,0,18,4,38,15,1,0,10,29,11,0,34,0,23,21,0,0,2,7,0,15,5,8,5,29,7,3,2,3,5.563291139240507,4,16,3,16,158
326,18,0,27,0,37,19,0,0,13,36,10,0,20,0,35,4,0,0,1,12,0,23,2,4,7,15,6,0,0,3,3.237410071942446,0,3,3,13,278
327,19,0,26,13,42,16,0,0,5,43,10,0,38,0,23,18,0,0,3,9,0,15,8,5,5,22,9,3,2,2,4.458937198067633,2,21,3,29,207
328,7,3,26,0,54,34,0,2,14,73,24,0,33,0,53,31,0,0,5,15,0,29,10,10,14,30,15,5,5,3,5.338557993730408,6,25,5,41,319
329,12,4,55,6,61,19,1,3,13,35,1,0,52,0,51,13,0,0,3,38,0,55,3,15,1,37,17,9,15,5,4.291338582677166,15,9,3,23,254
330,10,1,22,1,31,23,0,0,12,53,18,0,45,0,23,25,1,1,7,23,0,39,8,3,6,22,19,3,18,0,5.539419087136929,17,8,4,30,241
331,12,1,37,4,44,22,1,4,14,44,9,0,46,0,42,32,1,0,2,19,0,39,1,5,7,31,12,5,3,2,5.196787148594377,4,12,4,25,249
332,30,5,85,0,95,34,0,2,15,128,28,0,51,1,59,31,2,1,4,29,0,35,21,18,26,23,22,3,10,3,5.868888888888889,11,14,6,41,450
333,19,3,73,3,67,23,0,1,14,93,14,0,42,0,40,26,1,0,6,19,0,31,4,6,15,31,23,9,9,7,5.26517571884984,7,6,4,34,313
334,25,1,63,1,62,19,0,0,10,67,18,1,45,0,45,26,0,0,2,16,0,33,3,13,7,37,12,3,3,3,5.631578947368421,6,24,4,25,285
335,10,1,34,4,38,12,1,0,15,39,3,0,20,0,29,23,0,0,3,13,0,31,4,2,1,15,6,5,3,0,4.908536585365853,1,3,3,12,164
336,11,7,40,1,48,15,1,0,12,54,5,2,34,0,35,20,0,0,3,15,0,24,2,13,2,26,9,3,5,2,4.2984496124031,4,11,3,25,258
337,20,1,43,1,51,24,3,0,14,75,14,0,46,0,33,23,0,0,1,16,0,31,6,6,15,14,16,5,5,7,4.8980263157894735,3,13,4,29,304
338,21,10,73,5,81,46,1,1,12,105,23,1,17,0,16,41,1,0,0,15,0,31,2,5,24,21,37,11,10,2,5.539393939393939,11,20,3,28,330
339,19,0,37,2,65,32,1,0,12,64,9,0,34,0,44,14,0,0,5,9,0,23,4,5,9,23,14,4,1,2,4.6680851063829785,2,21,3,23,235
340,14,0,36,1,37,15,0,1,6,35,21,0,21,0,23,17,1,0,1,8,0,18,2,6,7,15,6,1,1,1,5.164634146341464,1,22,3,15,164
341,8,0,20,0,25,8,4,0,10,36,4,1,32,1,20,18,2,0,1,9,0,14,13,15,6,7,1,1,0,2,5.084848484848485,1,10,3,21,165
342,17,1,30,2,42,16,0,0,15,73,4,0,11,0,26,27,0,0,0,29,0,37,1,5,9,8,21,3,7,5,5.300492610837439,7,0,4,17,203
343,16,0,56,1,66,29,4,1,6,68,17,2,38,0,34,29,2,0,2,22,0,28,1,12,8,34,17,5,3,3,5.704861111111111,3,28,4,23,288
