,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
674,7,0,14,0,10,12,2,0,2,23,10,0,4,0,0,23,4,0,0,0,6,0,7,16,4,0,4,0,0,0,7,4.345679012345679,0,7,17,11,81
675,1,0,6,0,5,3,0,0,0,6,3,0,1,0,0,7,2,0,0,0,5,0,4,9,2,0,0,1,1,0,6,4.666666666666667,0,4,11,7,33
676,7,4,21,0,15,6,3,0,1,21,8,0,9,0,0,17,11,0,0,1,7,0,6,22,4,6,2,1,0,1,1,5.058252427184466,1,11,23,16,103
677,11,2,31,0,27,8,0,0,1,48,16,0,4,0,0,56,11,0,0,6,15,0,8,45,7,5,6,1,3,1,8,4.310526315789474,2,10,18,24,190
678,4,2,8,0,6,10,1,0,2,12,8,0,4,0,0,14,6,0,0,0,0,0,3,11,2,0,2,0,0,0,1,5.3,0,5,17,6,60
679,15,3,20,2,29,16,2,0,4,39,5,0,18,0,0,39,20,0,0,2,6,0,10,4,8,1,16,10,2,1,3,5.04375,2,7,20,18,160
680,3,1,21,0,17,12,0,0,5,38,11,0,1,0,0,34,7,0,0,0,2,0,7,13,3,0,4,5,1,0,0,4.735537190082645,0,7,24,25,121
681,10,7,12,0,28,0,0,2,0,26,19,0,4,0,0,36,20,0,0,1,6,0,10,16,10,6,8,10,0,0,3,4.9,1,11,17,15,130
682,14,1,25,0,26,19,0,1,3,39,17,0,11,0,0,58,24,0,0,4,11,0,10,42,9,5,5,1,2,0,1,4.367021276595745,1,25,17,16,188
683,2,0,2,0,3,1,0,0,1,13,1,0,1,0,0,15,9,0,0,2,2,0,3,9,0,2,2,0,0,1,1,4.441860465116279,1,2,16,6,43
684,10,0,12,0,15,15,0,0,7,16,12,0,7,0,0,31,17,0,0,1,8,0,11,14,5,0,8,4,0,2,4,4.877358490566038,2,9,21,16,106
685,9,3,7,0,13,3,0,0,0,22,6,0,2,0,0,28,14,0,0,2,4,0,4,14,4,3,9,2,2,0,0,4.557894736842106,0,9,22,10,95
686,11,1,9,0,19,8,0,0,1,15,11,0,6,0,0,35,13,0,0,2,7,0,5,17,3,1,4,4,0,0,0,4.863636363636363,0,11,16,9,88
687,3,0,17,0,15,5,0,2,0,22,9,0,2,0,0,17,5,0,0,0,5,0,3,21,3,1,0,1,0,1,4,4.743243243243243,2,10,17,11,74
688,22,0,15,0,39,13,0,1,4,42,50,0,5,0,0,48,23,0,0,3,17,0,15,31,5,4,18,3,0,1,1,4.700440528634362,1,44,16,29,227
689,9,0,5,0,21,10,0,0,2,13,0,0,4,0,0,15,10,0,0,0,3,0,8,1,4,0,13,7,0,1,1,6.018867924528302,1,1,11,9,53
690,4,1,8,0,8,4,0,0,0,13,3,0,4,0,0,5,4,0,0,1,5,0,9,9,1,2,1,0,1,0,0,4.488888888888889,0,7,10,5,45
691,9,0,8,0,11,1,0,0,0,19,3,0,2,0,1,22,2,0,0,0,4,1,4,20,0,3,0,1,1,0,2,4.72093023255814,0,4,14,5,43
692,1,0,1,0,6,0,0,0,0,14,5,0,2,0,0,11,5,0,0,0,5,0,5,9,1,1,0,0,0,0,0,4.461538461538462,0,5,12,8,39
693,3,1,9,0,14,9,1,0,0,18,0,0,1,0,0,21,6,0,0,1,6,0,6,17,1,5,2,0,1,0,2,3.9390243902439024,1,1,16,10,82
694,6,3,10,2,18,8,0,0,1,28,4,0,10,0,0,26,14,0,0,0,9,0,8,1,8,9,10,9,1,1,2,5.03960396039604,2,4,18,15,101
695,8,2,10,0,10,11,1,1,3,12,9,0,4,0,0,27,14,0,0,2,7,0,9,25,4,5,0,1,0,2,3,4.29126213592233,2,5,17,18,103
696,11,0,16,0,33,8,3,1,6,57,51,0,9,0,0,86,22,0,0,6,9,0,20,54,14,7,28,10,2,10,10,4.528239202657807,13,59,24,30,301
697,9,2,14,2,28,9,0,0,3,36,11,0,4,0,0,39,9,0,0,2,7,0,12,20,8,1,6,2,0,0,4,4.401459854014599,1,14,21,12,137
698,7,1,11,0,19,8,2,0,1,25,7,0,1,0,0,44,5,0,0,3,3,0,5,22,3,2,4,1,0,1,3,4.34020618556701,2,8,19,16,97
699,9,1,11,0,15,6,0,0,0,15,12,0,2,0,0,27,6,0,0,0,8,0,6,21,3,1,2,0,0,0,1,4.817073170731708,0,12,18,12,82
700,4,1,6,0,11,3,0,0,2,11,12,0,4,0,0,15,5,0,0,2,3,0,6,12,2,3,3,0,0,0,0,4.590909090909091,0,12,15,10,66
701,3,1,6,2,7,7,0,1,2,13,0,0,1,0,0,12,8,0,0,0,2,0,4,2,2,0,4,4,0,0,1,4.520833333333333,0,0,12,8,48
702,9,0,8,0,9,2,0,0,0,19,8,0,7,0,0,22,5,0,0,1,8,0,4,2,1,1,4,7,1,1,3,5.0508474576271185,1,8,11,8,59
703,5,1,17,3,8,8,0,0,1,23,6,0,5,0,0,19,8,0,0,1,7,0,2,18,3,3,1,1,0,0,2,4.976190476190476,1,5,17,17,84
704,6,0,12,0,22,10,1,0,2,43,7,0,14,0,0,19,3,0,0,1,7,0,11,0,3,1,9,6,0,2,1,5.444444444444445,1,6,14,12,108
705,3,1,6,0,10,8,0,0,2,11,7,0,2,0,0,22,9,0,0,0,6,0,5,17,3,2,1,1,0,0,6,4.313432835820896,0,4,17,9,67
706,8,1,12,0,11,7,0,2,0,31,7,0,5,0,0,24,16,0,0,0,8,0,7,22,9,0,1,0,0,1,3,4.680851063829787,1,7,19,14,94
707,2,1,10,0,13,5,0,0,2,20,4,0,1,0,0,12,12,0,0,0,2,0,2,12,2,0,0,1,1,1,3,5.142857142857143,1,5,16,9,56
708,3,0,12,0,8,5,0,0,1,18,12,0,7,0,0,30,8,0,0,1,4,0,5,18,3,1,4,2,0,0,0,4.71578947368421,0,16,16,19,95
709,7,0,34,0,29,11,0,0,1,38,19,0,12,0,0,18,6,0,0,1,10,0,7,13,8,7,6,11,1,0,0,5.435064935064935,0,23,24,18,154
710,11,0,6,0,14,7,0,0,0,16,10,0,1,0,0,24,9,0,0,0,8,0,5,18,7,3,2,2,0,0,0,4.5394736842105265,0,16,17,5,76
711,5,1,9,0,9,10,1,0,0,15,4,0,4,0,0,23,5,0,0,1,5,0,3,14,2,1,4,0,0,0,1,4.365079365079365,0,1,11,11,63
712,2,0,9,0,10,1,0,1,2,14,4,0,3,0,0,5,3,0,0,1,2,0,3,1,3,0,4,3,0,0,0,6.1875,0,1,9,6,32
713,4,0,7,0,9,1,0,0,1,12,7,0,2,0,0,7,10,0,0,0,3,0,8,6,1,0,1,3,0,0,1,4.215686274509804,0,4,14,9,51
714,7,5,25,2,37,13,0,0,4,44,17,0,13,0,0,41,21,0,0,2,10,0,9,35,3,3,9,0,0,0,2,5.136842105263158,0,12,24,23,190
715,9,2,11,0,11,15,0,0,0,35,14,0,3,0,0,38,17,0,0,0,4,0,4,25,2,3,5,3,0,4,2,4.4772727272727275,4,10,21,17,132
716,3,0,11,0,11,6,0,0,0,21,5,0,3,0,0,23,10,0,0,0,11,0,5,20,2,3,3,0,1,0,4,5.0,1,11,13,11,72
717,12,0,8,0,7,4,3,0,1,18,17,0,2,0,0,20,5,1,0,0,4,0,3,21,6,2,3,0,0,0,0,4.435294117647059,0,18,14,9,85
718,3,0,14,0,9,6,0,1,1,32,8,0,7,0,0,21,5,0,0,4,5,0,6,17,6,3,4,0,1,0,0,4.915094339622642,0,11,18,13,106
719,12,3,12,0,22,8,0,1,2,31,13,0,8,0,0,40,10,0,1,3,7,0,8,4,3,3,14,13,0,0,4,4.7190082644628095,1,12,17,12,121
720,4,1,5,0,15,4,0,0,0,18,12,0,2,0,0,18,4,0,0,0,9,0,7,15,0,0,1,1,0,0,2,4.984126984126984,0,12,16,6,63
721,11,2,15,2,13,5,0,1,0,28,12,0,7,0,1,22,8,0,0,0,8,0,6,22,4,1,3,0,1,0,1,4.561224489795919,0,21,15,8,98
722,8,1,17,0,17,11,0,0,1,28,7,0,2,0,0,33,11,1,0,2,7,0,7,27,6,1,6,1,1,0,8,4.349206349206349,1,6,17,15,126
723,5,0,2,0,3,8,1,0,3,8,5,0,1,0,0,13,8,1,0,0,7,0,12,2,4,0,5,2,0,0,2,4.8979591836734695,0,4,9,7,49
724,6,1,9,1,11,11,1,0,2,24,8,0,1,0,0,23,13,1,0,0,5,0,6,18,3,4,3,1,0,0,1,4.336633663366337,0,14,20,15,101
725,7,2,12,0,18,6,0,0,0,22,5,0,3,0,0,15,9,1,1,0,2,0,0,7,3,3,8,1,1,0,2,5.038961038961039,0,7,18,11,77
726,11,0,14,0,17,3,0,0,1,31,14,0,7,0,0,24,4,0,0,2,6,0,4,27,0,6,1,1,1,0,1,4.336538461538462,0,11,18,17,104
727,16,4,35,3,33,9,0,1,0,43,25,0,7,0,1,40,17,0,0,4,12,0,8,26,6,4,10,4,2,0,1,4.225609756097561,0,26,18,10,164
728,7,0,18,0,13,5,0,0,4,37,20,0,5,0,0,20,4,0,0,1,4,0,4,19,4,2,4,3,3,2,3,4.951219512195122,1,23,22,13,123
729,13,2,10,0,14,6,0,0,2,27,22,0,5,0,1,25,8,0,0,3,9,1,8,19,9,4,8,3,1,0,2,5.3474576271186445,1,25,21,17,118
730,17,2,37,0,47,12,0,0,3,68,18,0,19,0,1,55,19,1,0,4,15,0,21,35,7,19,13,7,2,1,2,4.677824267782427,2,27,23,26,239
731,9,2,17,1,14,7,1,0,0,29,14,0,6,0,1,32,8,0,0,2,9,0,7,30,5,5,2,0,0,0,3,4.596774193548387,0,9,23,21,124
732,4,1,6,1,3,6,0,0,1,15,5,0,3,0,0,16,10,0,0,1,1,0,2,17,3,4,0,0,0,1,1,4.838709677419355,1,3,16,11,62
733,8,1,3,0,10,11,0,0,1,27,7,0,0,0,0,38,6,0,0,0,8,0,8,25,2,1,5,2,0,2,4,3.6396396396396398,2,8,21,11,111
734,10,7,18,1,28,11,1,0,5,35,13,0,10,0,0,41,17,0,0,5,12,0,13,19,5,5,5,7,1,1,2,5.256578947368421,1,12,24,19,152
735,26,4,25,1,23,21,1,0,8,90,55,0,9,1,0,85,31,1,0,6,24,0,26,45,11,9,15,7,1,0,3,4.994565217391305,0,53,23,59,368
736,2,0,5,0,6,0,0,0,2,14,0,0,2,0,0,11,0,0,0,0,1,0,2,0,2,0,3,2,0,0,3,4.607142857142857,0,7,7,4,28
737,7,3,11,0,18,12,0,0,0,22,1,0,7,0,0,23,7,0,0,1,1,0,2,19,2,3,3,2,0,0,2,4.569767441860465,0,7,14,11,86
738,7,0,8,0,12,9,0,0,0,24,16,0,8,0,0,24,2,0,0,0,4,0,3,17,1,1,5,3,0,1,1,4.7227722772277225,1,14,16,6,101
739,3,0,8,0,13,3,1,0,3,23,7,0,4,0,0,19,6,0,0,0,5,0,7,6,4,1,7,1,0,1,1,4.6455696202531644,1,12,17,10,79
740,10,2,11,1,12,7,0,0,0,19,8,0,3,0,0,14,17,0,0,0,2,0,2,13,2,3,0,3,1,0,1,4.746666666666667,0,7,18,13,75
741,9,1,6,2,11,3,0,0,2,9,3,0,11,0,0,19,7,0,0,3,4,0,7,11,2,1,4,1,0,0,3,4.426470588235294,0,9,16,10,68
742,16,0,21,0,21,13,0,0,3,37,18,0,10,0,0,32,13,0,0,1,6,0,7,21,14,5,14,2,0,1,1,4.9298245614035086,0,17,19,24,171
743,6,1,11,6,31,14,0,1,1,31,9,0,13,0,0,22,8,0,0,1,4,0,8,3,1,1,20,5,2,2,1,2.915492957746479,2,21,14,11,213
744,6,3,20,1,20,22,0,0,0,28,27,0,3,0,0,6,15,0,0,1,5,0,2,19,2,3,1,4,1,0,4,5.608,1,28,21,19,125
745,17,3,31,1,30,16,2,7,2,30,26,0,11,0,0,33,10,0,1,3,8,0,10,31,8,8,3,1,0,0,2,5.6117647058823525,1,27,20,25,170
746,3,0,9,0,11,4,0,0,0,13,0,0,2,0,1,18,6,0,0,3,7,0,6,18,1,1,1,1,0,0,1,4.490566037735849,0,3,16,5,53
747,2,1,6,0,15,3,0,1,0,14,2,0,5,0,0,22,3,0,0,0,0,0,1,1,5,1,2,12,0,0,3,5.808510638297872,0,5,13,7,47
748,7,0,19,0,15,6,2,1,3,31,12,0,2,0,0,32,7,2,0,0,3,0,6,13,4,2,5,4,0,0,2,5.0,0,15,20,9,112
749,11,2,15,1,17,12,2,0,1,24,32,0,4,0,0,40,11,0,0,2,9,0,8,36,7,2,4,4,0,0,2,4.768211920529802,0,30,17,11,151
750,5,8,10,0,7,3,0,2,1,14,13,0,4,0,0,14,4,0,0,1,7,0,9,7,2,1,4,7,1,0,2,5.135802469135802,0,18,18,10,81
751,11,2,21,1,36,16,3,0,1,44,11,0,9,0,0,50,7,0,0,3,11,0,9,27,4,4,8,5,1,0,4,4.75,1,17,14,15,172
752,9,0,23,0,15,6,0,0,5,34,17,0,3,0,2,36,7,1,0,3,13,0,14,24,4,7,4,5,1,2,7,4.407407407407407,5,19,24,22,135
753,20,2,25,0,17,6,0,0,0,30,3,0,3,0,1,38,15,0,0,1,4,0,3,28,6,2,3,0,0,0,3,4.4945054945054945,0,10,17,4,91
754,9,0,17,1,23,4,0,0,0,30,2,0,12,0,0,20,5,0,0,2,5,0,10,0,9,4,14,9,0,0,2,5.6063829787234045,1,7,11,8,94
755,1,0,3,0,4,1,0,0,0,8,2,0,0,0,0,3,2,0,0,0,3,0,4,0,4,0,1,4,0,1,1,5.833333333333333,0,0,8,6,24
756,3,0,11,0,14,9,1,0,2,26,21,0,6,0,0,32,6,0,0,2,12,0,11,24,3,6,2,1,0,0,5,4.699186991869919,0,22,23,19,123
757,10,3,24,1,24,20,0,3,5,59,43,0,12,1,0,34,23,0,0,2,8,0,9,28,11,4,12,6,2,0,3,5.16597510373444,0,47,22,30,241
758,3,2,6,0,11,9,1,1,2,14,7,0,5,0,0,15,9,0,0,2,0,0,3,2,2,5,2,9,0,2,1,5.128571428571429,2,7,15,10,70
759,2,1,13,0,17,8,0,1,0,24,3,0,2,0,0,18,4,0,0,1,5,0,3,13,3,0,2,0,0,0,1,3.701492537313433,0,7,17,8,67
760,6,1,15,0,14,4,0,0,2,28,5,0,4,0,0,20,7,0,0,0,10,0,9,14,2,2,2,1,1,0,1,4.5,0,3,20,14,88
761,7,0,17,1,19,11,0,0,0,32,13,0,7,0,0,36,22,0,0,0,5,0,6,28,13,6,4,2,1,1,4,5.105263157894737,5,22,18,24,133
762,2,0,6,0,3,3,1,0,0,12,1,0,0,0,0,11,8,0,0,0,4,0,8,5,0,0,2,3,0,0,1,4.472222222222222,0,5,8,3,36
763,3,0,8,0,16,3,0,1,3,22,1,0,2,0,0,10,6,0,0,0,4,0,9,0,2,1,3,5,0,0,0,5.884615384615385,0,2,8,9,52
764,2,3,4,0,11,9,0,0,1,24,1,1,3,0,0,11,3,0,0,0,10,0,16,0,2,0,6,8,0,0,1,5.661538461538462,1,4,11,9,65
765,5,2,13,0,33,12,1,0,2,36,5,1,8,0,0,53,19,0,0,2,13,0,13,41,3,4,3,4,0,1,6,4.2974683544303796,2,3,22,28,158
766,6,1,10,0,12,7,0,0,6,15,2,0,8,0,0,17,7,0,1,0,6,0,10,1,3,1,12,2,0,0,1,4.4714285714285715,0,2,12,8,70
767,16,2,13,0,15,4,1,2,3,31,28,1,13,0,0,51,14,0,0,2,4,0,12,15,12,2,16,5,0,1,0,4.902298850574713,0,28,20,25,174
768,13,0,5,1,21,10,1,0,3,18,2,0,3,0,0,31,12,0,0,1,7,0,13,13,4,2,5,1,0,0,2,4.764044943820225,0,6,17,8,89
769,7,0,11,0,14,2,0,0,0,32,37,0,3,0,0,12,10,1,0,2,5,0,5,24,6,6,5,2,0,1,0,6.184873949579832,1,37,20,19,119
770,15,0,11,0,29,11,0,0,4,34,10,0,8,0,0,43,16,0,0,1,13,0,17,24,5,3,7,2,0,0,3,4.971631205673759,0,23,20,11,141
771,7,2,14,1,14,13,1,0,0,27,6,0,3,0,0,25,8,0,0,0,4,0,5,22,3,1,3,0,0,0,5,4.685393258426966,0,9,13,10,89
772,4,0,10,0,6,3,0,0,1,12,7,0,3,0,0,10,1,0,0,2,5,0,5,6,1,1,3,5,1,0,1,4.785714285714286,0,5,14,6,42
773,1,1,21,1,21,9,0,1,3,28,22,0,3,1,0,20,7,1,0,2,5,0,6,27,2,1,1,1,0,1,2,4.704545454545454,0,18,24,24,132
774,5,0,25,0,20,6,0,0,2,47,13,0,7,0,0,30,8,1,0,2,6,0,9,22,8,5,3,0,1,1,1,4.840277777777778,1,12,23,18,144
775,3,1,12,0,17,10,0,1,2,24,4,0,1,0,1,19,9,0,0,0,10,0,11,18,1,1,2,2,1,0,1,4.153846153846154,0,3,14,8,78
776,5,0,7,0,7,6,0,0,0,14,17,0,3,0,0,21,3,0,0,0,3,0,3,16,3,1,6,1,0,0,0,5.140845070422535,0,18,16,17,71
777,12,2,22,0,13,4,0,1,1,33,20,0,5,0,0,37,9,2,0,2,5,0,11,19,5,2,6,2,2,0,5,4.4765625,1,17,20,13,128
778,10,0,12,0,21,6,1,3,6,28,4,0,8,0,0,33,20,0,0,3,10,0,15,5,7,1,9,6,0,4,2,4.618181818181818,4,6,8,9,110
779,10,0,14,0,26,3,0,0,5,33,9,0,2,0,0,27,11,1,1,0,8,0,13,13,5,3,6,0,1,2,0,5.065420560747664,2,10,20,7,107
780,5,0,15,1,20,2,0,0,3,22,12,0,7,0,0,21,7,0,0,0,11,0,10,16,6,5,5,0,0,1,3,4.914893617021277,1,14,18,15,94
781,19,1,28,0,26,15,0,0,2,48,36,0,9,0,0,27,10,0,0,1,17,0,19,39,9,8,7,2,0,1,2,4.87,3,41,19,34,200
782,4,0,10,0,12,6,1,0,0,14,2,0,1,0,0,10,3,0,0,1,2,0,1,9,3,2,3,0,2,1,0,4.611111111111111,1,0,13,5,36
783,2,0,10,0,12,8,0,0,0,12,3,0,1,0,0,12,6,0,0,0,1,0,3,10,1,0,3,0,0,0,2,4.382978723404255,0,4,10,5,47
784,18,1,10,0,19,7,0,0,4,37,4,0,5,0,0,53,25,1,0,2,14,0,13,40,9,9,7,3,1,1,3,4.103448275862069,1,10,14,11,145
785,4,0,6,0,17,4,0,0,0,29,6,0,5,0,0,14,5,0,0,3,12,0,11,0,3,3,10,6,0,0,0,5.141176470588236,0,3,12,10,85
786,10,0,11,0,30,3,1,0,2,37,25,0,7,0,0,39,10,0,0,1,13,0,13,25,5,3,8,2,0,2,2,4.762962962962963,2,26,14,15,135
787,10,6,12,1,18,6,1,0,2,22,15,0,11,0,1,20,13,0,0,4,8,0,4,26,3,6,0,0,4,0,1,5.719626168224299,2,13,20,17,107
788,13,2,15,1,27,15,1,0,2,29,59,0,14,0,1,29,16,0,0,1,7,0,10,22,3,8,16,4,0,2,4,5.65,4,66,18,22,200
789,14,0,6,0,26,17,1,1,8,29,6,0,11,0,0,40,15,0,0,1,2,0,14,1,4,0,16,5,0,0,6,4.943089430894309,1,4,12,12,123
790,3,0,0,0,2,1,0,0,0,1,3,0,0,0,0,6,0,0,0,0,0,0,0,5,1,2,1,0,0,0,1,4.5625,0,2,7,5,16
791,1,0,3,0,9,1,0,0,0,13,0,0,0,0,0,10,2,0,0,1,3,0,4,2,1,1,1,4,1,0,1,4.2,1,3,8,4,25
792,10,0,7,0,14,7,0,0,1,18,1,0,18,0,0,21,4,1,0,0,1,0,4,0,3,4,20,5,3,0,1,5.182926829268292,0,7,10,11,82
793,8,2,22,1,29,12,0,0,5,34,7,0,2,0,0,31,6,0,0,3,18,0,20,26,5,2,1,0,0,1,4,4.319672131147541,1,7,15,15,122
794,2,0,14,0,20,9,0,0,2,26,27,0,3,0,0,22,23,0,0,1,3,0,4,16,2,10,3,1,0,0,1,5.893805309734513,0,31,24,17,113
795,4,2,16,0,16,17,0,0,0,16,1,0,7,0,0,26,10,0,0,0,4,0,4,20,2,1,0,1,0,2,1,4.329545454545454,2,1,16,9,88
796,8,5,23,1,22,9,1,0,5,45,39,0,11,0,0,51,21,0,0,4,3,0,15,20,9,2,8,2,0,0,3,4.8201058201058204,2,36,24,22,189
797,7,0,16,0,18,6,1,0,2,34,7,0,14,0,0,29,11,2,0,0,4,0,6,19,3,2,5,1,2,1,1,5.438095238095238,1,6,20,8,105
798,15,7,13,0,36,14,0,0,7,39,30,0,9,0,0,48,22,1,0,2,13,0,20,36,5,9,3,6,1,1,5,5.169902912621359,2,29,20,25,206
799,7,0,8,1,22,12,0,0,3,26,1,0,3,0,0,16,9,0,0,1,5,0,7,0,8,0,10,4,1,0,0,5.746478873239437,0,8,9,9,71
800,5,3,14,1,12,10,0,0,0,22,5,0,4,0,0,13,9,0,0,0,9,0,7,10,1,4,10,0,2,0,1,4.5,0,7,16,9,82
801,14,2,34,0,24,16,1,0,3,44,27,0,6,0,0,37,8,2,0,3,6,0,11,29,9,4,8,7,1,4,4,5.036649214659686,4,22,18,33,191
802,1,0,8,0,3,2,0,0,0,13,4,0,0,0,0,7,0,0,0,0,3,0,1,9,2,0,0,0,0,0,0,4.03030303030303,0,3,15,5,33
803,7,1,8,0,15,7,0,0,2,30,19,0,1,0,0,28,12,0,0,0,7,0,7,22,6,3,6,2,0,0,2,4.9914529914529915,1,13,16,21,117
804,4,0,11,1,17,7,2,0,1,23,41,0,8,0,0,6,7,0,0,2,6,0,8,18,7,1,2,6,1,1,0,5.960629921259843,0,45,22,20,127
805,6,0,5,0,9,1,0,0,0,8,1,0,0,0,0,12,2,0,0,0,8,0,5,5,1,1,3,1,0,2,2,3.96875,2,4,4,3,32
806,6,1,15,0,16,8,0,0,1,27,5,0,2,0,0,26,6,0,0,5,11,0,11,12,4,2,8,1,1,0,2,4.967032967032967,0,5,16,7,91
807,2,0,4,0,2,1,0,0,1,13,4,0,1,0,0,5,0,0,0,0,0,0,1,1,1,0,1,3,0,0,0,4.666666666666667,0,6,15,5,33
808,5,1,5,0,4,3,0,0,2,13,6,0,1,0,0,20,4,0,0,1,2,0,4,11,1,1,4,0,0,0,2,4.019607843137255,0,7,16,7,51
809,5,0,2,0,5,7,0,0,0,11,0,0,5,0,0,19,6,0,0,0,4,0,6,0,1,3,15,5,1,1,3,4.381818181818182,1,3,8,6,55
810,4,1,18,0,25,12,0,2,0,39,26,1,6,0,0,19,13,0,0,2,8,0,8,19,8,0,4,7,1,2,1,5.454545454545454,2,27,20,21,143
811,5,3,19,0,34,17,1,1,3,38,13,0,14,0,0,53,8,0,0,2,6,0,10,29,10,8,9,5,1,5,4,5.027932960893855,5,14,24,23,179
812,6,2,4,1,17,2,0,0,0,9,4,0,4,0,0,16,7,0,0,2,5,0,4,15,5,0,1,0,0,1,0,4.88,1,2,12,7,50
813,6,0,4,0,15,1,0,0,1,20,12,0,5,0,0,4,7,0,0,0,10,0,9,0,14,3,3,3,0,0,2,5.257142857142857,0,15,9,13,70
814,10,1,7,0,22,6,1,1,0,22,9,0,6,0,0,21,15,0,0,5,2,0,3,15,3,2,5,0,0,0,2,4.230769230769231,1,13,12,10,91
815,6,0,8,2,11,6,1,0,2,21,17,0,11,0,0,14,9,0,0,0,10,0,10,11,3,2,5,0,0,0,1,5.12,0,17,18,13,100
816,12,0,2,0,6,6,0,0,0,10,1,0,2,0,0,15,4,0,0,0,1,0,2,0,2,2,10,3,0,0,4,5.613636363636363,0,0,7,8,44
817,5,0,14,0,23,12,0,0,7,36,36,0,8,1,0,28,18,0,0,0,0,0,11,2,13,1,11,7,1,2,4,5.921052631578948,4,38,16,16,152
818,2,0,7,0,7,4,0,0,0,17,10,0,3,0,0,16,3,0,0,0,3,0,5,6,9,1,13,3,1,0,5,5.148648648648648,0,12,13,12,74
819,4,0,1,0,1,1,0,0,0,3,3,0,0,0,0,4,1,0,0,0,0,0,0,6,1,0,0,1,0,0,3,4.421052631578948,0,3,6,3,19
820,9,1,24,2,18,10,0,0,1,40,17,0,7,0,0,20,9,0,0,3,10,0,8,25,2,3,0,5,2,1,4,5.6016260162601625,1,14,23,21,123
821,2,1,6,0,5,4,0,0,2,9,2,0,3,0,0,20,11,0,0,1,4,0,6,10,1,2,4,0,1,1,1,4.0,1,7,14,10,60
822,3,2,8,0,10,3,1,0,0,22,4,0,7,0,0,18,7,0,0,0,3,0,2,0,2,0,9,4,1,1,1,5.130434782608695,1,4,10,9,69
823,5,1,20,0,17,11,1,0,0,30,19,0,4,0,0,11,7,0,0,1,1,0,4,9,1,1,2,6,2,1,0,6.414634146341464,1,18,18,9,82
824,18,4,14,1,18,15,2,0,3,32,8,0,14,0,0,46,29,0,0,2,13,0,16,24,4,3,10,4,2,1,5,4.589285714285714,1,13,21,22,168
825,5,0,9,1,13,1,0,0,1,23,3,0,3,0,0,18,5,0,0,1,2,0,3,9,2,3,2,2,1,1,3,4.71875,1,6,17,7,64
826,3,2,6,0,7,3,0,0,0,15,0,0,1,0,0,19,2,0,0,1,1,0,4,13,3,3,3,0,0,2,2,4.2075471698113205,2,3,13,6,53
827,8,3,25,0,32,12,1,0,4,34,55,1,14,0,0,34,10,0,0,2,10,0,11,39,11,2,6,1,1,2,4,5.4511627906976745,2,53,23,41,215
828,3,4,11,0,19,5,0,0,0,20,1,0,7,0,0,21,4,0,0,2,6,0,6,16,1,2,2,0,0,0,2,4.112676056338028,0,4,16,8,71
829,7,4,15,3,28,16,0,2,2,50,40,0,10,0,0,50,25,0,0,0,16,0,17,41,10,5,6,2,1,0,4,5.428571428571429,0,52,20,34,217
830,2,2,7,0,9,3,0,0,1,20,5,0,9,0,0,18,5,0,0,1,4,0,5,13,7,1,3,1,2,1,2,5.4520547945205475,2,4,17,9,73
831,4,2,6,0,6,5,0,0,1,15,1,0,3,0,0,12,4,0,0,0,4,0,5,10,1,1,1,2,3,0,4,4.954545454545454,0,1,16,7,44
832,1,0,10,1,3,6,0,0,0,12,3,0,0,0,0,6,0,0,0,0,4,0,4,9,0,0,0,2,0,0,3,4.8,0,8,9,6,35
833,9,2,20,1,32,15,1,0,2,28,40,0,13,0,1,36,19,0,0,4,10,0,13,28,7,3,6,2,0,0,4,4.901639344262295,1,34,18,30,183
834,3,0,4,0,7,2,1,0,3,13,2,0,5,0,0,9,8,0,0,0,4,0,8,0,5,2,7,3,0,0,1,4.962264150943396,0,4,9,7,53
835,5,1,14,0,22,12,0,0,1,32,18,0,10,0,0,32,8,0,0,1,2,0,2,21,4,2,4,2,0,0,2,4.467213114754099,1,19,13,18,122
836,1,2,2,0,15,3,0,0,0,31,16,0,5,0,0,23,8,0,0,0,6,0,7,20,3,1,1,1,1,0,2,4.566666666666666,0,23,11,3,90
837,4,0,3,0,8,2,1,1,0,8,0,0,2,0,0,14,4,0,0,2,4,0,5,2,4,2,10,2,0,0,2,4.6875,0,1,12,4,48
838,2,4,7,0,7,6,0,0,2,14,2,0,4,0,0,20,1,0,0,1,3,0,4,13,2,0,1,0,0,0,2,3.78125,0,3,22,9,64
839,4,3,18,0,23,11,1,1,1,21,3,0,6,0,0,22,16,2,0,3,11,0,10,21,6,0,2,2,1,0,5,4.882352941176471,1,3,21,11,102
840,3,1,16,0,16,4,1,0,2,22,12,0,6,0,0,11,7,0,0,0,3,0,3,2,1,1,5,4,0,0,1,5.24,0,14,17,10,75
841,5,1,7,1,19,16,1,0,5,23,12,0,6,0,0,22,11,1,0,0,10,0,15,10,4,3,8,1,1,1,1,5.2792792792792795,2,18,14,13,111
842,6,0,5,0,7,4,0,0,1,16,0,0,1,0,0,14,5,0,0,1,6,0,10,5,0,1,12,0,1,0,4,4.717391304347826,1,3,16,4,46
